Science_Park,Sub_Science_Park,County,Town,Temp_Station_ID,Temp_Station_Name,Temp_Station_Longitude,Temp_Station_Latitude,Year_CN,Year_EN,Month_CN,Month_EN,Month_NUM,Avg_Temperature,Electricity_Usage
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,十二月,December,12,17.7,17.82
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,一月,January,1,16.1,17.24
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,二月,February,2,16.9,17.23
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,三月,March,3,19.6,17.89
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,四月,April,4,20.0,17.44
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,五月,May,5,26.1,18.19
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,六月,June,6,29.3,18.59
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,七月,July,7,30.1,18.86
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,八月,August,8,28.8,18.87
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,九月,September,9,27.0,19.1
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,十月,October,10,24.6,18.4
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,十一月,November,11,22.7,17.9
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,109年,2020,十二月,December,12,17.9,17.4
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,110年,2021,一月,January,1,14.4,17.1
